sku,total_sales,post_date,post_name,post_type,pays
13958,0,2018-11-26 10:16:49,thierry-germain-saumur-champigny-la-marginale-2017__trashed,product,IT
15360,2,2019-01-31 13:42:46,domaine-huet-vouvray-petillant-2014,product,IT
15775,0,2019-03-28 10:11:26,saumaize-michelin-saint-veran-creches-2018,product,IT
14797,0,2019-06-08 10:05:31,gilles-robin-cornas-2016,product,IT
15783,0,2018-02-14 17:55:16,hortus-la-grande-cuvee-blanc-2018,product,IT
14596,0,2019-07-23 10:37:14,david-duband-chambolle-musigny-1er-cru-les-sentiers-2016,product,IT
11996,0,2018-07-18 10:05:56,champagne-agrapart-fils-les-7-crus-brut-blanc-de-blancs,product,IT
15683,12,2018-02-13 10:23:45,emile-boeckel-riesling-brandluft-2018,product,IT
804,3,2018-04-14 11:59:32,marcel-windholtz-eau-de-mirabelle-dalsace-reserve-particuliere,product,IT
14809,5,2018-09-13 16:17:15,la-rectorie-banyuls-leon-parce-2016,product,IT
14089,0,2019-06-08 09:33:48,stephane-tissot-arbois-blanc-la-mailloche-2016,product,UK
13809,4,2018-05-15 11:11:59,antoine-marie-arena-vin-de-france-rouge-san-giovanni-2017,product,UK
16135,5,2020-04-25 13:22:38,mouthes-le-bihan-aime-chai-2015,product,UK
15403,0,2018-02-16 15:21:11,merieau-touraine-arpent-vaudons-2018,product,UK
16004,5,2018-06-07 16:27:25,chateau-du-couvent-pomerol-2017,product,UK
16146,3,2018-10-09 17:08:52,chateau-de-la-selve-igp-coteaux-de-lardeche-st-regis-blanc-2019,product,UK
15707,0,2020-01-03 16:37:41,decelle-villa-chambolle-musigny-2017,product,UK
14000,2,2018-04-13 13:32:03,marc-colin-et-fils-chassagne-montrachet-blanc-vide-bourses-2016,product,UK
15201,1,2019-06-08 10:08:41,gilles-robin-saint-joseph-pealat-2010,product,UK
15583,0,2018-02-14 17:38:26,hortus-la-bergerie-blanc-2018,product,UK
15774,1,2019-03-28 10:14:07,saumaize-michelin-vire-clesse-2018,product,UK
15767,1,2018-02-13 10:14:48,emile-boeckel-sylvaner-grand-cru-zotzenberg-2017,product,UK
14692,0,2019-03-19 10:06:47,fonreaud-bordeaux-blanc-le-cygne-2016,product,UK
15731,3,2018-04-19 13:56:47,maurice-schoech-pinot-gris-2018,product,UK
16186,7,2018-04-13 15:45:04,alphonse-mellot-sancerre-blanc-la-moussiere-2018,product,UK
15434,0,2020-01-04 11:42:17,la-preceptorie-cotes-du-roussillon-blanc-terres-nouvelles-2018,product,UK
16154,4,2018-02-28 13:21:40,chateau-de-cazeneuve-pic-saint-loup-roc-des-mates-2017,product,UK
,,,,,UK
,,,,,US
12315,1,2018-09-06 11:21:44,chili-montsecano-ostertag-pinot-noir-2013,product,US
15127,0,2019-02-15 17:54:04,clerget-chambolle-musigny-charmes-2015,product,US
14725,1,2018-02-20 10:07:09,parce-freres-hommage-fernand-blanc-2019,product,US
8365,0,2019-01-29 15:38:48,pares-balta-cava-brut-nature,product,US
15812,11,2019-01-30 16:24:13,philippe-nusswitz-duche-uzes-orenia-blanc-reserve-2018,product,US
12365,1,2019-01-29 15:53:05,pares-balta-penedes-electio-2013,product,US
14828,0,2018-11-26 09:52:56,marc-colin-et-fils-chassagne-montrachet-blanc-les-vide-bourses-1er-cru-2016,product,US
,,,,,US
,,,,,US
14581,0,2018-07-17 09:45:39,david-duband-charmes-chambertin-grand-cru-2014,product,US
14700,8,2018-04-17 21:25:37,albert-mann-pinot-gris-grand-cru-furstentum-2016,product,US
11585,1,2018-03-12 10:03:27,whisky-wemyss-the-hive,product,US
,,,,,US
15138,0,2018-10-09 14:48:09,domaine-bulliat-moulin-a-vent-2017,product,US
13515,0,2018-04-17 10:01:46,thierry-germain-saumur-champigny-franc-de-pied-2016,product,US
15927,2,2018-05-17 12:32:07,domaine-la-croix-belle-cotes-de-thongue-rouge-n7-2017,product,FR
15795,0,2020-01-23 12:04:38,weingut-besson-strasser-zurich-pinot-noir-albi-2016,product,FR
16063,1,2018-05-15 09:32:58,domaine-brintet-mercurey-rouge-vieilles-vignes-2018,product,FR
16094,0,2019-01-30 16:54:02,planeta-sicilia-santa-cecilia-2016,product,FR
14899,3,2019-05-07 17:07:05,christophe-pichon-saint-joseph-blanc-2017,product,FR
,,,,,FR
15554,2,2018-05-17 13:03:46,marcel-richaud-rasteau-rouge-2017,product,FR
,,,,,FR
15861,1,2018-10-31 13:52:29,domaine-chambeyron-cote-rotie-angeline-2017,product,FR
,,,,,FR
15922,0,2019-01-15 16:42:01,albert-boxler-riesling-grand-cru-sommerberg-e-2018,product,FR
14092,0,2019-06-08 09:42:36,stephane-tissot-arbois-blanc-savagnin-2015,product,FR
14561,0,2018-09-01 15:34:55,argentine-mendoza-alamos-torrontes-2017,product,FR
16497,13,2018-02-16 14:47:19,pierre-martin-sancerre-chavignol-blanc-2019,product,FR
15675,1,2018-02-13 09:48:06,paul-ginglinger-pinot-gris-prelats-2018,product,FR
15839,4,2018-02-27 13:15:12,domaine-serol-cote-roannaise-millerands-2018,product,FR
15690,0,2018-02-27 14:18:27,cazeneuve-languedoc-blanc-2016,product,FR
14220,5,2018-05-15 10:23:41,domaine-des-croix-corton-charlemagne-grand-cru-2016,product,FR
798,0,2018-04-14 12:05:09,marcel-windholtz-eau-de-vie-de-kirsch-dalsace-reserve-particuliere,product,FR
15475,0,2018-04-13 13:46:01,marc-colin-et-fils-chassagne-montrachet-rouge-vieilles-vignes-2017,product,FR
15452,15,2018-04-13 15:15:26,gilbert-picq-chablis-vosgros-1er-cru-2017,product,FR
13814,0,2018-05-15 11:44:19,jean-batiste-arena-muscat-du-cap-corse-2015,product,FR
13765,0,2018-03-22 10:32:22,whisky-wemyss-vanilla-burst,product,FR
15793,1,2020-01-23 11:53:21,weingut-besson-strasser-zurich-pinot-noir-cholfirst-2017,product,FR
13117,4,2018-02-12 15:05:35,le-vieux-donjon-chateauneuf-du-pape-blanc-2016,product,FR
13766,0,2018-03-22 10:35:08,whisky-wemyss-treacle-chest,product,FR
11849,0,2018-04-17 09:52:48,thierry-germain-saumur-blanc-terres-2014,product,FR
14461,0,2019-03-19 11:07:07,chateau-carbonnieux-graves-blanc-2017,product,FR
15706,0,2020-01-03 16:42:53,decelle-villa-marsannay-longeroies-2015,product,FR
16096,0,2019-07-26 09:53:23,planeta-sicilia-eruzione-1614-2017,product,FR
19821,0,2018-11-26 10:56:30,tempier-bandol-tourtine-2017,product,FR
11587,0,2018-03-22 10:38:04,whisky-lord-elcho,product,FR
14905,0,2018-02-13 10:11:16,emile-boeckel-pinot-gris-gc-zotzenberg-2016,product,FR
15328,3,2019-03-27 18:05:09,agnes-levet-cote-rotie-maestria-2017,product,FR
16306,1,2018-10-09 14:43:02,domaine-bulliat-chiroubles-2019,product,FR
12657,0,2018-02-16 15:13:54,belliviere-jasnieres-rosiers-2015,product,FR
13557,10,2019-01-31 14:13:47,domaine-des-terres-docre-saint-pourcain-rouge-instant-t-2015,product,FR
16326,0,2019-04-18 11:32:46,camin-larredya-jurancon-moelleux-capceu-2018,product,FR
15930,2,2019-01-15 14:52:59,domaine-weinbach-riesling-colette-2018,product,FR
15766,0,2019-04-18 10:50:35,domaine-labranche-laffont-madiran-vieilles-vignes-2015,product,FR
16120,4,2018-02-13 09:31:50,paul-ginglinger-muscat-caroline-2018,product,FR
13379,0,2018-05-17 13:36:16,domaine-rouge-garance-cotes-du-rhone-villages-garances-2016,product,FR
13572,3,2019-03-19 11:33:39,tour-haut-caussan-medoc-2015,product,FR
15582,0,2018-04-17 16:54:45,matthieu-cosse-cahors-le-sid-2014,product,FR
16029,10,2018-02-12 11:38:55,clos-du-mont-olivet-cotes-du-rhone-vieilles-vignes-2018,product,FR
16010,0,2018-04-18 11:45:30,francois-baur-riesling-grand-cru-brand-clos-de-la-treille-2017,product,FR
14184,0,2018-04-18 21:44:46,domaine-de-montgilet-coteaux-de-laubance-les-trois-schistes-2016,product,FR
13172,0,2018-02-28 15:29:50,rimauresq-cotes-provence-quintessence-2015,product,FR
7818,96,2018-03-01 14:02:44,champagne-gosset-grand-blanc-de-blanc,product,FR
15834,2,2019-07-16 10:22:33,domaine-de-vaccelli-ajaccio-blanc-sirocco-2017,product,FR
,,,,,FR
304,40,2018-02-13 12:57:44,gosset-champagne-grande-reserve,product,FR
,,,,,FR
14323,0,2019-02-15 18:07:59,domaine-clerget-vosne-romanee-les-violettes-2015,product,FR
14253,0,2018-02-20 15:29:32,domaine-huet-vouvray-haut-lieu-sec-2016,product,FR
8344,18,2018-04-18 20:28:24,domaine-mure-cremant-dalsace-rose,product,FR
15755,1,2018-09-01 09:32:13,david-beaupere-julienas-2018,product,FR
15369,9,2019-02-15 14:11:24,triennes-igp-mediterranee-rouge-aureliens-2016,product,FR
15781,1,2020-01-18 10:25:18,clos-du-mont-olivet-lirac-2017,product,FR
8463,0,2018-11-26 11:25:35,domaine-huet-vouvray-le-mont-moelleux-premiere-trie-2008,product,FR
12640,1,2018-03-22 10:56:07,whisky-wemyss-spice-king-batch-strength,product,FR
13072,4,2018-02-12 14:38:37,plateau-des-chenes-lirac-blanc-2016,product,FR
12586,0,2018-03-02 09:22:39,champagne-egly-ouriet-tradition-grand-cru,product,FR
,,,,,FR
15967,20,2018-02-12 13:17:53,oratoire-saint-martin-cairanne-haut-coustias-2016,product,FR
15849,9,2018-04-13 16:23:55,bernard-baudry-chinon-rouge-les-grezeaux-2017,product,FR
16129,3,2018-10-09 15:27:50,decelle-villa-nuits-st-georges-rouge-2016,product,FR
16296,0,2018-02-12 15:13:25,rimauresq-provence-r-blanc-2019,product,FR
16515,6,2018-06-02 09:31:31,chateau-turcaud-bordeaux-rouge-cuvee-majeure-2018,product,FR
16024,16,2018-02-15 15:43:45,domaine-montrose-cotes-de-thongue-rose-2019,product,FR
15413,12,2018-02-15 14:49:25,mas-laval-terrasse-larzac-grande-cuvee-2016,product,FR
812,0,2018-04-14 11:35:24,marcel-windholtz-eau-de-vie-de-sureau,product,FR
14149,0,2018-09-01 15:58:23,liban-vallee-de-la-bekaa-chateau-marsyas-2012,product,FR
,,,,,FR
12194,0,2018-09-13 16:31:51,la-preceptorie-maury-blanc-2015,product,FR
,,,,,FR
11862,0,2018-02-12 13:46:23,gilles-robin-hermitage-2012,product,FR
16152,0,2020-02-22 14:01:55,catherine-et-claude-marechal-pommard-la-chaniere-2017,product,FR
15373,7,2018-02-13 15:04:36,planeta-sicilia-la-segreta-rosso-2017,product,FR
,,,,,FR
16319,3,2018-02-12 12:56:54,mourgues-du-gres-terres-feu-2017,product,FR
531,13,2018-07-18 15:58:02,champagne-petit-lebrun-fils-blanc-de-blancs-grand-cru,product,FR
15072,0,2019-07-25 09:10:32,domaine-des-comtes-lafon-volnay-1er-cru-santenots-du-milieu-2016,product,FR
15864,1,2018-10-31 13:58:13,domaine-chambeyron-condrieu-vernon-2018,product,FR
15748,3,2018-11-26 10:57:23,tempier-bandol-2017,product,FR
12790,0,2019-07-25 09:30:16,domaine-des-comtes-lafon-volnay-1er-cru-champans-2014,product,FR
12639,0,2018-03-22 10:48:30,whisky-wemyss-the-hive-batch-strength,product,FR
15869,0,2018-07-17 09:53:48,david-duband-morey-saint-denis-2017,product,FR
,,,,,FR
15163,1,2019-07-30 15:03:50,le-pas-de-lescalette-terrasses-du-larzac-les-frieys-2017,product,FR
15614,0,2018-05-15 10:53:15,antoine-marie-arena-vin-de-france-bianco-gentile-2018,product,FR
13517,0,2018-04-17 10:16:09,thierry-germain-saumur-champigny-outre-terre-2016,product,FR
11933,1,2019-03-26 17:57:25,maison-trimbach-riesling-cfe-2008,product,FR
15539,0,2020-01-18 10:38:05,clos-du-mont-olivet-vins-de-pays-du-gard-confluence-2017,product,FR
15848,1,2018-04-17 09:23:13,bernard-baudry-chinon-rouge-clos-guillot-2017,product,FR
15126,0,2019-07-23 10:50:24,domaine-clerget-echezeaux-en-orveaux-2015,product,FR
14429,0,2019-03-19 16:46:55,chateau-tour-de-pez-saint-estephe-2017,product,FR
15471,4,2019-03-19 15:58:25,arcole-saint-emilion-grand-cru-2016,product,FR
14746,12,2018-04-17 21:57:53,domaine-schoenheitz-gewurztraminer-lisenberg-2015,product,FR
16121,5,2019-01-31 14:39:08,albert-mann-riesling-albert-2017,product,FR
3509,1,2018-03-22 11:49:53,cognac-frapin-cigar-blend,product,FR
15300,0,2018-02-08 14:08:36,pierre-jean-villa-croze-hermitage-accroche-coeur-2018,product,FR
19816,10,2018-02-12 11:25:39,clos-du-mont-olivet-chateauneuf-du-pape-papet-2018,product,FR
15080,0,2019-03-19 16:41:40,saint-estephe-hauts-de-pez-2016,product,FR
12476,0,2018-02-20 15:32:29,domaine-huet-vouvray-le-mont-moelleux-2015,product,FR
9636,0,2018-03-22 10:44:57,whisky-wemyss-the-hive-12-ans,product,FR
791,0,2018-04-14 11:54:47,marcel-windholtz-eau-de-vie-de-baie-de-houx,product,FR
15256,0,2020-03-10 14:09:42,chateau-simone-palette-rouge-2015,product,FR
15481,0,2018-10-09 16:15:00,marc-colin-et-fils-santenay-rouge-2017,product,FR
15732,0,2018-04-19 14:25:00,maurice-schoech-riesling-2018,product,FR
15829,15,2018-02-16 11:06:30,xavier-frissant-touraine-roses-du-clos-2018,product,IT
,,,,,IT
15613,2,2018-05-15 11:47:17,antoine-marie-arena-patrimonio-hauts-carco-2018,product,IT
,,,,,IT
15238,1,2019-03-26 17:31:09,trimbach-muscat-reserve-2017,product,IT
15404,2,2018-04-17 11:00:54,vincent-careme-vouvray-sec-2018,product,IT
14800,0,2018-02-13 10:48:51,emile-boeckel-pinot-noir-terres-rouges-2016,product,IT
,,,,,IT
16265,8,2018-02-15 10:18:39,liquiere-languedoc-amandiers-blancs-2019,product,IT
14768,0,2018-03-22 11:03:06,cognac-frapin-1270,product,IT
13127,23,2018-02-12 11:18:33,clos-du-mont-olivet-chateauneuf-du-pape-2012,product,IT
16047,12,2018-05-03 12:52:23,philippe-nusswitz-duche-uzes-orenia-blanc-2018,product,IT
14474,1,2018-02-14 14:53:20,domino-romano-ribera-camino-2016,product,IT
15346,16,2018-07-31 11:49:05,albert-mann-pinot-noir-grand-h-2017,product,IT
15530,10,2018-05-17 11:17:53,alain-graillot-crozes-hermitage-blanc-2018,product,IT
15662,1,2018-02-27 10:13:03,chermette-domaine-du-vissoux-beaujolais-griottes-2018,product,IT
16330,0,2018-02-28 13:09:29,chateau-de-cazeneuve-val-montferrand-caza-sorix-2019,product,IT
9562,0,2018-03-02 10:57:02,champagne-larmandier-bernier-latitude,product,IT
13313,0,2018-06-07 17:16:05,chateau-dutruch-grand-poujeaux-moulis-2016,product,IT
16062,9,2018-05-15 09:25:03,domaine-brintet-mercurey-blanc-vieilles-vignes-2018,product,IT
14774,0,2019-04-04 16:39:24,wemyss-malts-single-cask-chocolate-moka-cake,product,IT
15875,11,2018-04-13 15:41:12,gilbert-picq-chablis-en-vaudecorse-2017,product,IT
15850,6,2018-04-13 16:14:05,bernard-baudry-chinon-rouge-les-granges-2018,product,IT
13647,0,2018-04-17 11:06:33,vincent-careme-vouvray-moelleux-2015,product,IT
16072,0,2018-04-19 13:14:36,clos-du-mont-olivet-cotes-du-rhone-rose-farel-2019,product,IT
,,,,,IT
14101,0,2019-06-08 09:55:58,stephane-tissot-arbois-vin-jaune-en-spois-2011,product,IT
13412,0,2018-04-18 21:03:27,jean-paul-brun-beaujolais-lancien-2016,product,IT
15036,0,2019-01-31 13:23:20,domaine-de-lecu-muscadet-gneiss-2015,product,IT
15402,0,2018-04-17 10:45:13,la-cotelleraie-saint-nicolas-de-bourgueil-le-vau-jaumier-2016,product,IT
15489,0,2019-06-04 17:25:46,chateau-de-villeneuve-saumur-champigny-grand-clos-2017,product,IT
15951,0,2019-05-16 15:54:52,jacqueson-rully-rouge-1er-cru-les-preaux-2018,product,IT
15490,19,2018-02-12 13:24:30,gilles-robin-alberic-2017,product,IT
15337,2,2018-05-17 13:45:08,oratoire-saint-martin-cairanne-blanc-haut-coustias-2017,product,IT
14507,0,2018-07-12 11:20:07,domaine-peyre-rose-syrah-leone-2008,product,IT
16529,8,2018-02-15 10:58:12,chateau-de-la-liquiere-faugeres-cistus-blanc-2019,product,IT
15035,0,2019-01-31 14:25:44,alliet-chinon-rouge-noire-2016,product,IT
15741,2,2020-04-25 12:49:49,cedre-de-jean-faure-saint-emilion-2016,product,IT
16147,4,2019-03-07 16:05:51,chateau-de-la-selve-vdf-petite-selve-2019,product,IT
,,,,,IT
15466,13,2018-04-17 21:20:47,albert-mann-pinot-gris-cuvee-albert-2017,product,IT
15773,5,2018-05-11 14:10:53,saumaize-michelin-pouilly-fuisse-clos-sur-la-roche-2018,product,IT
,,,,,IT
16014,0,2018-02-12 15:21:03,rimauresq-cotes-de-provence-cru-classe-r-2017,product,IT
15717,2,2018-02-16 09:55:50,lucien-boillot-volnay-2017,product,IT
,,,,,IT
11467,0,2018-03-22 10:12:29,whisky-wemyss-peat-chimney,product,IT
16034,3,2018-09-25 15:35:26,clos-du-mont-olivet-chateauneuf-du-pape-2007,product,IT
14265,1,2019-04-04 15:56:05,darnleys-london-dry-gin-spiced,product,IT
16039,18,2018-02-12 11:56:27,mourgues-galets-dores-2019,product,IT
10014,0,2019-04-04 15:45:23,darnleys-london-dry-gin-original,product,IT
7819,0,2018-03-22 11:42:48,cognac-frapin-chateau-de-fontpinot-1989-20-ans,product,IT
16449,6,2018-02-12 10:50:59,pierre-gaillard-saint-joseph-blanc-2019,product,IT
15283,0,2018-04-17 16:09:58,domaine-rotier-gaillac-rouge-renaissance-2016,product,IT
,,,,,IT
15668,3,2018-02-13 14:57:29,planeta-sicilia-segreta-bianco-2017,product,IT
15482,3,2018-02-14 15:12:58,pares-balta-penedes-calcari-2018,product,IT
,,,,,IT
,,,,,IT
16213,8,2019-03-15 10:24:21,maurel-pays-d-oc-syrah-2019,product,IT
15729,2,2018-04-18 12:08:52,schoech-gewurztraminer-vt-2017,product,IT
15155,1,2018-09-13 16:26:11,la-preceptorie-maury-aurelie-2017,product,IT
16501,1,2018-02-28 14:53:17,domaine-de-la-tour-du-bon-bandol-2018,product,IT
15480,0,2018-02-16 10:12:18,marc-colin-saint-aubin-luce-2017,product,IT
15179,0,2019-03-13 14:39:13,camille-giroud-auxey-duresses-blc-2017,product,IT
,,,,,IT
15769,0,2020-01-04 11:37:10,la-preceptorie-cotes-du-roussillon-coume-marie-2018-blc,product,IT
15714,1,2018-02-16 09:50:55,lucien-boillot-pommard-2017,product,IT
15429,7,2018-04-18 21:49:35,domaine-de-montgilet-coteaux-de-laubance-2017,product,IT
,,,,,IT
12045,1,2018-02-12 14:17:41,chateau-de-vaudieu-chateauneuf-du-pape-blanc-2015,product,IT
14509,0,2018-07-12 11:22:04,domaine-peyre-rose-oro-2002,product,IT
15730,0,2018-04-19 14:37:49,maurice-schoech-pinot-gris-grand-cru-schlossberg-2017,product,IT
,,,,,IT
,,,,,IT
15605,5,2018-02-15 10:42:15,chateau-de-la-liquiere-faugeres-cistus-rouge-2017,product,IT
1366,1,2018-02-13 13:45:31,champagne-mailly-grand-cru-intemporelle-2010,product,IT
12585,12,2018-03-02 10:51:14,champagne-egly-ouriet-premier-cru-vrigny,product,US
15303,0,2018-02-12 09:13:35,pierre-jean-villa-saint-joseph-saut-ange-2018,product,US
14527,0,2018-02-27 13:45:13,i-fabbri-chianti-classico-terra-di-lamole-2015,product,US
15476,23,2018-04-13 13:27:19,marc-colin-et-fils-chassagne-montrachet-blanc-margot-2017,product,US
11277,0,2019-03-19 11:22:01,margaux-bouquet-de-monbrison-2012,product,US
16280,0,2018-05-17 12:42:03,marcel-richaud-cairanne-rouge-lebrescade-2017,product,US
,,,,,US
14599,0,2018-04-19 14:31:41,maurice-schoech-pinot-noir-piece-de-chene-2016,product,US
15677,0,2018-09-01 15:30:19,argentine-alamos-catena-malbec-2017,product,US
,,,,,US
,,,,,US
15856,0,2019-03-28 15:10:42,montbourgeau-cotes-du-jura-poulsard-2018,product,US
15095,0,2018-09-06 11:04:31,chili-errazuriz-cabernet-sauvignon-2015,product,US
15184,0,2019-03-13 15:05:54,camille-giroud-santenay-rge-1er-cru-clos-rousseau-2016,product,US
11847,0,2018-04-17 10:15:23,thierry-germain-saumur-champigny-outre-terre-2014,product,US
16046,0,2020-01-18 10:50:11,domaine-de-la-tour-du-bon-bandol-rouge-saint-ferreol-2005,product,US
14819,0,2018-10-31 14:04:38,domaine-chambeyron-vdp-viognier-2016,product,US
,,,,,US
15786,4,2018-02-14 16:39:22,ollieux-romanis-corbieres-classique-2018,product,US
14300,18,2018-04-19 13:19:00,clos-du-mont-olivet-vin-de-france-la-sabonite,product,US
15747,3,2018-02-15 09:31:31,borie-la-vitarele-saint-chinian-les-schistes-2017,product,US
16030,6,2018-02-12 11:06:11,mont-olivet-chateauneuf-pape-blanc-2019,product,US
14756,4,2018-06-07 16:35:10,chateau-cordet-margaux-2013,product,US
15871,2,2018-07-17 10:07:09,david-duband-vosne-romanee-2017,product,US
13604,0,2018-04-12 16:31:16,cdme-beaune-1ercru-greves-3-journaux-2015,product,US
16276,0,2018-05-17 12:02:25,cave-de-castelmaure-corbieres-rouge-grande-cuvee-2017,product,US
15125,0,2019-02-15 18:02:05,domaine-clerget-chambolle-musigny-2014,product,US
15660,1,2018-04-13 14:11:01,catherine-et-claude-marechal-pommard-la-chaniere-2016,product,US
16328,0,2018-09-13 16:43:39,parce-freres-banyuls-rimage-2018,product,US
14773,0,2019-04-04 17:01:54,wemyss-malts-single-cask-scotch-whisky-chai-caramel-latte-2002,product,US
14573,0,2019-06-28 17:33:35,moulin-de-gassac-igp-pays-dherault-mazet-levant-2017,product,US
,,,,,US
15745,0,2019-10-05 10:57:58,borie-la-vitarele-saint-chinian-midi-rouge-2015,product,US
15966,3,2018-02-12 13:08:24,oratoire-reserve-seigneurs-rouge-2017,product,US
13982,0,2018-11-26 15:19:55,lucien-boillot-puligny-montrachet-1er-cru-les-perrieres-2016,product,US
14647,0,2019-01-29 17:48:30,domaine-hauvette-igp-alpilles-dolia-2012,product,US
15949,1,2018-02-28 16:37:33,domaine-de-lidylle-savoie-roussette-2018,product,US
15022,0,2018-02-12 13:14:22,oratoire-saint-martin-cairanne-douyes-2016,product,US
3383,0,2018-09-01 15:53:58,nouvelle-zelande-marlborough-kim-crawford-sauvignon-blanc-2015,product,US
14469,0,2018-09-13 16:51:09,parce-freres-cotes-du-roussillon-villages-hommage-a-fernand-2017__trashed,product,US
15734,0,2018-04-19 13:46:52,maurice-schoech-riesling-vendanges-tardives-2017,product,US
12589,11,2018-03-02 10:46:10,champagne-egly-ouriet-grand-cru-brut-blanc-de-noirs,product,US
16190,1,2018-02-15 10:04:42,le-pas-de-lescalette-larzac-clapas-rouge-2018,product,US
16289,22,2018-05-04 13:40:16,tempier-bandol-rose-2019,product,US
14600,0,2019-03-26 17:46:40,maison-trimbach-riesling-geisberg-2012,product,US
15746,0,2018-02-15 09:39:10,borie-la-vitarele-saint-chinian-les-cres-2016,product,US
13662,3,2019-04-18 11:46:21,domaine-de-lancienne-cure-pecharmant-abbaye-2015,product,US
16416,62,2018-02-12 13:42:28,gilles-robin-crozes-hermitage-papillon-2019,product,US
16131,3,2018-10-09 15:11:51,decelle-villa-savigny-blanc-2018,product,US
,,,,,US
15810,0,2019-11-02 14:01:31,le-pas-de-lescalette-igp-pays-dherault-les-clapas-blanc-2018,product,US
15026,19,2019-02-05 10:14:58,domaine-de-lhortus-herault-loup-bergerie-2018,product,US
16023,5,2018-02-15 15:35:09,montrose-cotes-de-thongue-2018,product,US
19820,0,2018-11-26 10:54:29,tempier-bandol-migoua-2017,product,US
15688,0,2019-03-19 10:51:29,chateau-saransot-dupre-listrac-medoc-2016,product,US
16513,15,2018-04-17 22:20:31,domaine-schoenheitz-riesling-herrenreben-2018,product,US
11641,30,2018-02-13 13:08:44,champagne-gosset-grand-millesime-2006,product,US
38,38,2018-04-18 12:25:58,emile-boeckel-cremant-brut-blanc-de-blancs,product,US
14451,3,2018-04-17 16:39:44,chateau-plaisance-fronton-to-co-que-cal-2015,product,US
,,,,,US
,,,,,US
9937,4,2018-05-17 12:55:13,marcel-richaud-cairanne-rouge-les-estrambords-2011,product,US
14141,1,2018-09-06 10:21:59,australie-maverick-trial-hill-riesling-2010,product,US
15140,12,2018-02-13 13:50:16,elian-daros-abouriou-2016,product,US
16149,33,2018-05-03 13:45:43,triennes-igp-mediterranee-rose-2019,product,US
12203,0,2018-02-20 15:19:23,domaine-huet-vouvray-haut-lieu-demi-sec-2015,product,UK
13853,1,2018-03-02 11:11:48,champagne-larmandier-bernier-grand-cru-vieilles-chemins-avize-2011,product,UK
11225,0,2018-06-06 16:47:38,champagne-larmandier-bernier-terre-de-vertus-premier-cru-2011,product,UK
11669,0,2019-04-18 17:00:13,zind-humbrecht-gewurztraminer-windsbuhl-2012,product,UK
13453,20,2018-02-14 15:24:37,pares-balta-penedes-mas-petit-2015,product,UK
13754,0,2018-04-19 13:45:11,maurice-schoech-pinot-gris-vendanges-tardives-2015,product,UK
19822,0,2018-11-26 10:59:10,tempier-bandol-cabassaou-2017,product,UK
13905,1,2018-02-16 16:16:16,maroc-graillot-thaleb-tandem-syrah-2015,product,UK
15779,0,2020-01-03 16:37:27,decelle-villa-cote-de-nuits-aux-montagnes-2014,product,UK
6616,0,2018-02-20 15:10:17,domaine-huet-vouvray-le-clos-du-bourg-moelleux-1ere-trie-2008,product,UK
15577,0,2019-04-18 10:29:19,labranche-laffont-madiran-tradition-2016,product,UK
15341,6,2018-02-13 11:54:31,zind-humbrecht-vdf-zind-2017,product,UK
15612,6,2018-05-15 11:37:35,jean-baptiste-arena-patrimonio-rouge-grotte-di-sole-2018,product,UK
11997,0,2018-07-18 11:45:12,champagne-agrapart-fils-terroirs-brut-blanc-de-blancs-grand-cru,product,UK
15149,1,2018-04-13 14:19:27,catherine-et-claude-marechal-volnay-2017,product,UK
15227,0,2019-04-04 15:36:52,whisky-kingsbarns-lowland-single-malt,product,UK
15659,7,2018-04-13 13:54:21,catherine-et-claude-marechal-chorey-les-beaune-2017,product,UK
16133,1,2019-05-16 15:01:36,borie-la-vitarele-pays-herault-cigales-2019,product,UK
16045,6,2018-02-12 10:58:41,pierre-gaillard-syrah-terre-mandrin-2018,product,UK
14983,3,2019-03-28 10:21:36,coteaux-champenois-egly-ouriet-ambonnay-rouge-2016,product,UK
16180,18,2018-02-12 15:36:40,rimauresq-cotes-de-provence-cru-classe-rose-2019,product,UK
16560,9,2018-02-15 09:12:13,borie-vitarele-saint-chinian-terres-blanches-2019,product,UK
15342,1,2019-04-25 09:34:44,zind-humbrecht-muscat-turckheim-2016,product,UK
15764,0,2020-01-04 14:12:18,domaine-de-la-monardiere-vacqueyras-galejade-2018,product,UK
15862,1,2018-10-31 13:55:02,domaine-chambeyron-cote-rotie-lancement-2017,product,UK
16323,1,2019-04-06 10:36:51,borie-la-vitarele-languedoc-blanc-grand-mayol-2019,product,UK
16580,41,2019-07-24 09:31:48,domaine-giudicelli-patrimonio-blanc-2019,product,UK
15307,29,2018-05-03 12:49:00,philippe-nusswitz-duche-uzes-orenia-rouge-2017,product,UK
15146,0,2018-04-13 14:26:33,francois-bergeret-hautes-cotes-de-beaune-rondo-2017,product,UK
15704,0,2020-01-03 16:46:47,decelle-villa-saint-aubin-dumay-2015,product,UK
14729,0,2018-11-26 11:24:02,domaine-huet-vouvray-le-clos-du-bourg-demi-sec-2017,product,UK
,,,,,UK
805,4,2018-04-14 11:45:24,marcel-windholtz-eau-de-vie-de-poire-williams-reserve-particuliere,product,UK
14923,2,2019-06-28 17:22:27,champagne-gosset-celebris-vintage-2007,product,UK
