sku,total_sales,post_date,post_name,post_type,pays
15134,0,2019-05-07 17:25:10,christophe-pichon-saint-condrieu-2017,product,UK
15324,6,2019-07-26 10:44:28,planeta-sicilia-chardonnay-2017,product,UK
,,,,,UK
14980,3,2018-02-12 10:03:05,pierre-gaillard-cote-rotie-esprit-blond-2017,product,UK
16255,4,2018-05-03 12:58:34,chateau-ollieux-romanis-corbieres-rose-classique-2019,product,UK
13520,0,2018-11-26 10:21:02,thierry-germain-saumur-blanc-clos-romans-2016,product,UK
14751,0,2018-02-13 14:39:39,planeta-sicilia-alastro-2017,product,UK
15564,0,2018-02-13 09:42:25,paul-ginglinger-pinot-gris-gc-eichberg-2015,product,FR
3507,2,2018-03-22 11:32:55,cognac-frapin-fontpinot-xo,product,FR
16119,1,2018-04-17 21:44:24,albert-mann-riesling-grand-cru-schlossberg-2018,product,FR
15161,0,2019-07-30 14:59:19,le-pas-de-lescalette-terrasses-du-larzac-pas-de-d-2017,product,FR
13627,2,2018-04-18 21:37:27,domaine-de-montgilet-anjou-rouge-2016,product,FR
14626,0,2018-09-06 11:10:49,chili-de-martino-gallardia-cinsault-2017,product,FR
,,,,,FR
14736,1,2019-01-31 11:58:26,gilles-robin-crozes-hermitage-rouge-1920-2016-copie,product,FR
,,,,,FR
15923,0,2019-01-15 16:06:19,albert-boxler-pinot-gris-sommerberg-w-2016,product,FR
16003,1,2019-02-15 17:47:54,triennes-igp-mediterranee-rouge-merlot-2016,product,FR
,,,,,FR
15881,0,2018-04-19 13:52:18,maurice-schoech-gewurztraminer-2018,product,FR
13965,0,2018-11-26 10:13:45,thierry-germain-saumur-champigny-outre-terre-2017,product,FR
15656,0,2018-02-15 14:09:02,mas-de-daumas-gassac-igp-saint-guilhem-le-desert-2018,product,FR
16462,7,2018-02-12 15:28:10,rimauresq-cotes-de-provence-cru-classe-2017,product,FR
,,,,,FR
,,,,,FR
15879,3,2018-04-18 11:36:38,francois-baur-pinot-noir-sang-du-dragon-2017,product,FR
8193,3,2020-03-04 13:54:12,emile-boeckel-cremant-chardonnay-extra-brut-2016,product,FR
16275,7,2018-02-12 12:12:28,mourgues-du-gres-costieres-de-nimes-galets-roses-2019,product,FR
15792,0,2020-01-23 11:46:11,weingut-besson-strasser-zurich-blauer-zweigelt-2016,product,FR
16044,7,2018-02-12 10:34:08,pierre-gaillard-saint-joseph-cuminaille-2018,product,FR
16567,0,2018-02-20 09:23:00,augustin-collioure-blanc-adeodat-2019,product,FR
14981,0,2018-05-11 13:57:21,saumaize-michelin-macon-vergisson-sur-la-roche-2017,product,FR
16041,14,2018-02-12 10:09:03,pierre-gaillard-cote-rotie-2018,product,FR
13659,0,2018-04-17 17:12:30,domaine-plageoles-vin-de-france-contre-pied-2016,product,FR
15240,0,2019-03-26 18:00:36,maison-trimbach-riesling-cuvee-frederic-emile-2012,product,FR
16504,5,2018-02-13 10:31:33,emile-boeckel-sylvaner-vieilles-vignes-2019,product,FR
,,,,,FR
14680,6,2018-04-18 22:06:42,domaine-saint-nicolas-fiefs-vendeens-blanc-le-haut-des-clous-2017,product,FR
15758,12,2018-02-16 10:54:27,frissant-chenin-pierres-2018,product,FR
12339,4,2019-03-28 14:23:41,stephane-tissot-arbois-bruyeres-2015,product,FR
,,,,,FR
15705,3,2020-01-03 16:39:53,decelle-villa-chorey-beaune-2016,product,FR
15953,19,2018-02-12 14:08:13,vaudieu-chateauneuf-2015,product,FR
13762,0,2018-04-17 15:49:37,domaine-rotier-gaillac-blanc-sec-renaissance-2015,product,FR
15945,1,2019-01-15 15:05:12,domaine-weinbach-riesling-schlossberg-catherine-2018,product,FR
15351,2,2019-04-06 10:14:45,albert-mann-riesling-grand-cru-furstentum,product,FR
15116,5,2019-02-15 14:02:14,triennes-igp-mediterranee-sainte-fleur-2018,product,FR
15375,0,2018-02-13 15:09:20,planeta-sicilia-plumbago-2017,product,FR
16292,11,2018-05-03 12:46:23,philippe-nusswitz-duche-uzes-orenia-rose-2019,product,FR
,,,,,FR
15229,0,2018-06-07 17:23:29,chateau-la-tour-laspic-pauillac-2014,product,FR
13052,0,2018-05-15 10:05:23,domaine-des-croix-savigny-les-beaune-1er-cru-les-peuillets-2015,product,FR
15667,1,2018-04-17 21:53:24,domaine-schoenheitz-cremant-dalsace-memoire-granit-extra-brut,product,FR
16031,6,2020-01-18 10:30:35,clos-du-mont-olivet-igp-gard-rive-droite-2018,product,US
15801,0,2018-04-13 15:10:06,francois-bergeret-hautes-cotes-de-beaune-blanc-2018,product,US
16056,7,2018-04-17 15:32:02,pelle-sancerre-blanc-la-croix-au-garde-2018,product,US
12494,0,2018-09-06 10:34:05,australie-harkham-wines-old-vines-2011,product,US
12496,0,2018-09-06 11:17:24,chili-de-martino-viejas-tinajas-cinsault-2013,product,US
16132,0,2018-04-18 21:55:53,domaine-de-montgilet-vin-de-france-grolleau-2019,product,US
15654,0,2019-09-10 11:38:09,borie-de-maurel-minervois-blanc-belle-aude-2018,product,US
16192,0,2018-11-26 11:01:40,le-pas-de-lescalette-terrasses-du-larzac-le-grand-pas-2018,product,US
,,,,,US
15811,3,2018-04-19 15:17:59,domaine-de-la-monardiere-vacqueyras-les-deux-monardes-2017,product,US
15440,0,2018-02-12 14:46:08,bosquets-gigondas-2016,product,US
15710,0,2019-10-05 10:46:15,lucien-boillot-gevrey-chambertin-1er-cru-les-cherbaudes-2017,product,US
14696,0,2018-07-17 14:49:39,chateau-tour-des-gendres-bergerac-blanc-moulin-des-dames-2016,product,US
15740,0,2020-04-25 12:32:17,jean-faure-saint-emilion-grand-cru-2015,product,US
1360,0,2018-02-13 13:26:34,champagne-mailly-gc-brut-reserve,product,US
,,,,,US
15770,5,2018-02-20 10:16:13,preceptorie-cotes-du-roussillon-coume-marie-2018,product,US
15349,32,2018-04-17 21:17:02,albert-mann-muscat-2018,product,US
15863,2,2018-10-31 13:45:06,domaine-chambeyron-cote-rotie-chavarine-2017,product,US
,,,,,US
15432,5,2019-04-17 09:26:12,domaine-de-vaccelli-ajaccio-rouge-granit-2016,product,US
,,,,,US
15678,0,2019-11-02 13:01:42,tempier-bandol-blanc-2018,product,US
14827,7,2018-11-26 09:56:52,marc-colin-et-fils-chassagne-montrachet-blanc-les-caillerets-1er-cru-2016,product,US
16283,4,2018-05-17 13:31:40,domaine-rouge-garance-cotes-du-rhone-feuille-de-garance-2019,product,US
15296,0,2018-02-08 13:49:41,pierre-jean-villa-saint-joseph-tilde-2017,product,US
15399,0,2019-03-19 11:29:23,peymartin-saint-julien-2014,product,US
,,,,,US
16273,5,2019-09-10 11:27:33,borie-de-maurel-minervois-esprit-automne-2019,product,US
13599,1,2018-03-01 14:12:39,champagne-mailly-grand-cru-blanc-de-pinot-noir,product,US
12881,2,2019-03-28 15:25:14,montbourgeau-etoile-vin-jaune-2009,product,US
15566,11,2019-02-15 14:16:03,triennes-igp-mediterranee-rouge-saint-auguste-2016,product,US
15465,7,2018-04-17 21:03:25,albert-mann-cremant-dalsace-extra-brut-2017,product,US
13514,0,2018-04-17 10:05:42,thierry-germain-saumur-champigny-la-marginale-2016__trashed,product,US
15807,36,2018-05-11 14:59:33,jacqueson-rully-blanc-1er-cru-la-pucelle-2018,product,US
16124,6,2018-02-14 15:43:42,ollieux-romanis-corbieres-boutenac-atal-sia-2017,product,US
15575,6,2018-04-17 16:29:35,chateau-plaisance-fronton-2017,product,US
7032,0,2019-07-26 10:27:08,planeta-sicilia-passito-di-noto-2016,product,US
13078,0,2018-02-12 14:55:54,vieux-donjon-chateauneuf-2013,product,US
14569,3,2019-06-28 17:56:00,moulin-de-gassac-igp-pays-dherault-faune-2017,product,US
16068,1,2020-02-22 14:28:32,domaine-hauvette-igp-alpilles-jaspe-2017,product,US
16138,1,2018-04-18 20:43:01,camin-larredya-jurancon-moelleux-costat-darrer-2018,product,US
14699,8,2018-04-17 21:12:38,albert-mann-gewurztraminer-grand-cru-steingrubler-2016,product,US
16269,2,2018-02-16 15:52:37,catena-zapata-mendoza-alamos-chardonnay-2019,product,US
15353,2,2018-02-13 10:56:04,zind-humbrecht-riesling-herrenweg-turckheim-2017,product,US
15162,4,2019-07-30 14:53:47,le-pas-de-lescalette-herault-ze-cinsault-2017,product,US
14712,0,2018-10-09 16:01:48,decelle-villa-beaune-rouge-2015,product,US
15763,1,2020-01-25 14:08:16,domaine-de-la-monardiere-vacqueyras-les-vieilles-vignes-2016,product,US
13416,0,2018-02-13 10:04:03,boeckel-gewurzt-gc-zotzenberg-2016,product,US
15461,1,2018-02-16 15:39:34,catena-zapata-mendoza-alamos-malbec-2018,product,US
41,0,2018-04-14 12:01:43,marcel-windholtz-eau-de-marc-de-gewurztraminer,product,US
,,,,,US
14374,0,2018-05-15 10:40:56,alphonse-mellot-coteaux-charitois-rouge-les-penitents-2015,product,US
15180,1,2019-03-13 15:08:45,camille-giroud-santenay-rouge-2016,product,US
16011,0,2018-09-01 15:50:44,nouvelle-zelande-marlborough-momo-pinot-noir-2016,product,US
1662,87,2018-02-13 13:17:25,champagne-gosset-grand-rose,product,US
14845,2,2019-01-15 16:12:13,albert-boxler-pinot-noir-s-2016,product,US
14657,3,2018-04-17 11:22:03,xavier-frissant-touraine-amboise-loree-des-frenes-2015,product,US
16247,0,2019-09-10 11:33:37,borie-de-maurel-minervois-rouge-maxime-2003,product,US
15940,5,2018-03-02 10:30:04,champagne-egly-ouriet-grand-cru-millesime-2008,product,US
15576,0,2018-04-18 20:37:25,camin-larredya-jurancon-sec-la-part-davant-2018,product,US
16281,0,2018-05-17 12:59:29,marcel-richaud-cairanne-rouge-2018,product,US
16069,0,2018-02-12 14:34:12,plateau-chenes-lirac-2015,product,US
15785,3,2018-02-14 16:02:48,ollieux-romanis-corbieres-cuvee-prestige-2017,product,US
15784,12,2018-02-14 16:09:44,ollieux-romanis-corbieres-cuvee-prestige-blanc-2018,product,US
16211,13,2018-02-14 17:10:39,maurel-pays-doc-chenin-colombard-2019,product,US
16038,6,2018-05-11 14:55:23,saumaize-michelin-saint-veran-2018,product,US
15857,0,2019-03-28 16:26:27,domaine-de-montbourgeau-letoile-vin-jaune-2016,product,US
,,,,,US
14977,0,2018-02-12 10:28:30,pierre-gaillard-gendrines-2018,product,US
,,,,,IT
15120,0,2018-02-28 15:45:13,idylle-savoie-cruet-2018,product,IT
13460,0,2018-02-27 13:17:25,domaine-serol-cote-roannaise-perdriziere-2016,product,IT
15345,0,2018-07-31 11:52:58,albert-mann-pinot-noir-grand-p-2017,product,IT
14090,7,2019-06-08 09:47:41,stephane-tissot-cotes-du-jura-sursis-2017,product,IT
16155,5,2018-05-17 12:35:04,domaine-la-croix-belle-cotes-de-thongue-blanc-n7-2018,product,IT
15033,12,2018-02-20 11:24:01,domaine-saint-denis-macon-chardonnay-2017,product,IT
15106,11,2018-05-17 13:25:19,domaine-rouge-garance-cotes-du-rhone-blanc-de-garance-2018,product,IT
15787,6,2018-02-13 10:36:10,emile-boeckel-pinot-noir-barriques-2018,product,IT
15715,0,2018-07-31 11:18:26,lucien-boillot-pommard-1er-cru-les-croix-noires-2017,product,FR
10814,0,2018-04-17 10:12:40,thierry-germain-saumur-champigny-outre-terre-2013,product,FR
15343,17,2019-04-06 09:59:39,albert-mann-pinot-noir-clos-de-la-faille-2017,product,FR
15456,0,2018-05-17 12:20:36,domaine-la-croix-belle-cotes-de-thongue-blanc-champ-des-lys-2018,product,FR
15759,4,2018-02-16 11:14:54,xavier-frissant-touraine-amboise-m-de-la-touche-2016,product,FR
16472,0,2019-04-17 09:39:01,domaine-de-vaccelli-aop-ajaccio-rouge-granit-174-2017,product,FR
15664,0,2018-02-27 10:27:32,chermette-domaine-du-vissoux-fleurie-poncie-2018,product,FR
16037,0,2018-05-11 14:52:59,saumaize-michelin-pouilly-fuisse-vignes-blanches-2018,product,FR
16277,12,2018-05-17 12:05:44,cave-de-castelmaure-corbieres-rouge-n3-2017,product,FR
15316,2,2018-04-19 13:59:04,maurice-schoech-pinot-noir-2018,product,FR
14676,0,2018-04-17 15:25:56,pelle-menetou-salon-rouge-morogues-2017,product,FR
2361,1,2018-04-14 12:20:54,marcel-windholtz-eau-de-vie-de-framboise-dalsace,product,FR
15457,0,2018-04-12 10:14:12,domaine-de-montcalmes-ct-languedoc-blanc-2017,product,FR
13516,0,2018-04-17 10:09:55,thierry-germain-saumur-champigny-les-memoires-2016,product,FR
16307,1,2018-02-27 11:02:05,domaine-bulliat-morgon-colombier-2019,product,FR
15808,3,2018-05-11 15:10:59,jacqueson-rully-rouge-1er-cru-les-cloux-2018,product,FR
15776,0,2018-05-11 14:41:39,saumaize-michelin-pouilly-fuisse-les-ronchevats-2018,product,FR
16097,1,2018-02-20 10:32:11,parce-freres-igp-pays-oc-zoe-viognier-2019,product,FR
,,,,,FR
16498,9,2018-02-12 12:41:06,mourgues-du-gres-costieres-de-nimes-argence-rouge-2017,product,FR
16065,1,2018-02-28 13:40:34,domaine-hauvette-cornaline-2014,product,FR
15531,6,2018-05-17 11:15:27,alain-graillot-crozes-hermitage-rouge-2017,product,FR
15941,4,2018-02-12 14:26:52,jerome-cotes-du-rhone-2018,product,FR
10459,0,2018-04-13 15:58:19,alphonse-mellot-sancerre-rouge-generation-xix-2011,product,FR
16320,3,2018-02-12 12:49:29,mourgues-du-gres-costieres-de-nimes-terre-dargence-blanc-2018,product,FR
15663,3,2018-02-27 10:27:01,chermette-domaine-du-vissoux-brouilly-pierreux-2018,product,FR
15910,0,2019-03-28 10:59:43,thevenet-quintaine-vire-clesse-la-bongran-2015,product,FR
